id	video_id	sentence
7371	vid1075	一只小兔子在舔自己的手
7373	vid656	一个女人在洗碗
7375	vid132	一个人在向锅里打鸡蛋
7396	vid1546	男人在安装工具
7411	vid548	一个摄影师在拍摄一只蚂蚁
7431	vid1523	一个男人在跳绳
7440	vid1078	一个小男孩再玩电话玩具
7447	vid1638	一个人将通心粉倒入锅中
7451	vid1441	一个粗人用斧头切鸡
7456	vid29	一列高铁通过大桥
7459	vid578	一个人在骑马
7465	vid115	导弹在空中爆炸
7492	vid1455	一个人在练习上篮。
7499	vid1544	一个男人在弹吉他。
7515	vid1648	一个女人在给自己化妆
7522	vid531	一个男人把一辆蓝色的小轿车的后半部分抬了起来
7554	vid1193	两个男人在打电话
7580	vid646	一个女人把一个孩子放进了垃圾桶里
7586	vid467	一个男人在屋顶上拉小提琴
7603	vid975	一只猫在吐舌头
7614	vid135	那小女孩用吸管喝水
7635	vid820	有一位帅哥在赛马
7644	vid1667	主妇在切土豆片
7648	vid346	那人在容器里放水
7660	vid1133	那人在切食物
7731	vid1653	给小熊猫喂奶
7732	vid567	一个男人在给一个女人拍照
7764	vid1583	一个男人从底部剥开了一根香蕉
7824	vid958	蛋羹上洒了胡椒粉
7826	vid70	一个人在烧菜
7848	vid737	猫和兔子在做游戏
7858	vid773	双手在键盘上打字
7899	vid1490	女人将炸天罗妇从油里捞出来
7910	vid1457	一个人从悬崖上跳到水里
7941	vid264	那个人在烫发
7991	vid763	那人用手掰苹果
8035	vid21	一个女人在制作饭团
8070	vid1646	小猫咪在吃食物
8080	vid1035	一个人正在切菜
8086	vid45	那个人在煮面
8088	vid1190	一个人在给猎枪上子弹
8150	vid219	一个人用扑克变魔术
8152	vid1784	两个人在练习搏击
8154	vid817	一个人将油倒入锅里
8198	vid347	一个女人举着一把枪射击靶子
8217	vid1390	一只兔子玩一个粉红兔子玩具
8218	vid1264	一个男人在跑步
8223	vid497	一个人在弹吉他
8246	vid1871	一个人玩滑板时摔跤了
8281	vid533	一个人在健身
8349	vid87	一个人在煮虾
8356	vid6	一个男孩在弹钢琴
8418	vid1255	一个人在骑着马射击气球
8420	vid1263	一个男人在吹笛子
8449	vid1413	小婴儿在玩玩具
8471	vid1030	一个女人在煎鸡蛋
8475	vid893	那男人在接受采访
8487	vid1105	那辆车正在爬坡
8488	vid1470	那厨师在切蘑菇
8519	vid1797	一个小孩子在用吸尘器清理地面
8592	vid390	一只青蛙从水里跃出来吃掉了一只虫子
8616	vid1329	一只狐狸在草地上跑
8641	vid1949	那个男人把水倒在机长头上
8646	vid1691	他们在打群架
8675	vid1057	一个人在麦克前唱歌
8690	vid157	一个人在追着一辆车
8698	vid948	一个人在搅拌蛋液
8705	vid1258	一个小孩在弹电子吉他
8729	vid1102	一个人在舞台上打架子鼓
8759	vid393	一个男人在弹吉他
8781	vid485	男人将手中的包丢下了电梯之后又走下去捡
8786	vid1582	猩猩正在脱衣服
8809	vid1088	一个男人在长椅上抱着一个女人
8825	vid1282	一个人在用勺子和面
8847	vid90	一个女人正在切菜
8865	vid723	一只狗跳到河里抓了一条鱼
8900	vid1760	一只蝾螈在水里游
8903	vid696	一个人在蹦床下面戏弄蹦床上的猫
8907	vid1194	一个乐队正在演奏
8925	vid1146	一个人把热水倒进了有生米的锅里
8936	vid910	一个人在拿调料腌制烧鸡
8999	vid1756	一个人用剪刀把一张彩纸剪成了圆形
9030	vid552	几个小女孩在舞台上跳舞
9036	vid171	一只小猫在玩一双鞋
9058	vid511	一位女士一边弹着吉他一边在唱歌
9101	vid1465	乐队正在舞台上演出
9112	vid1323	一个人坐在公园的椅子上忘情的弹奏着吉他
9113	vid1795	一个光着膀子的男士坐在沙发上看摔跤比赛
9128	vid316	一只猩猩在商场里捣乱
9137	vid653	两辆赛车在比赛漂移
9208	vid1585	一个人把土豆磨碎在了一碗水里
9211	vid765	一个小男孩在床上弹吉他
9217	vid763	一个人在用手掰苹果
9222	vid1499	一位女士在做香菇
9227	vid1059	一个人在路上骑自行车
9238	vid603	一头大象用鼻子抓着一只毛笔在画板上涂鸦
9241	vid593	一只狐猴坐在岩石上
9252	vid770	几个孩子在球场打棒球
9261	vid1807	两头熊宝宝在森林里各处找吃的
9276	vid66	一架飞机在天上表演
9297	vid226	一位女士在和海豚玩耍
9301	vid1898	一位男士在冥想
9334	vid1592	一只猫咪在沙发上玩耍
9345	vid53	一个人在切土豆块
9355	vid1549	一个人在剥蒜皮
9358	vid1524	一个人在观众席下面骑马
9363	vid391	一位男士坐在 椅子上在弹吉他
9375	vid811	一个人抓着一只老鼠在喂蟒蛇
9380	vid531	一个男士从后面抬起了小汽车
9385	vid1295	一名男士在写笔记
9403	vid1844	一只黑色猫咪在跳来跳去
9415	vid1441	一个人把一只生鸡一斧头劈成了两半
9437	vid1951	一名男士在骑马
9454	vid591	一只猫咪在玩天线
9476	vid1189	一名女士在撕烤肉
9488	vid1867	一名男士用摩托车载着一名女士在街上行驶
9496	vid1714	一名男士在亭子里演奏笛子
9512	vid1018	一个人在切生鱼
9542	vid1938	一只狗狗在挑逗趴在桌子上的猫咪
9582	vid332	一个女人在跳水
9583	vid1361	一位男士在调收音机频率
9585	vid1193	两个男士在互相打电话
9597	vid263	一名女士坐在椅子上演奏笛子
9598	vid1133	一名女士在切菜
9616	vid281	一位男士在向烤炉里放披萨
9618	vid926	一只小动物在甜嘴巴
9631	vid1541	一个小女孩抓着两只 洋娃娃在滑冰
9647	vid1878	一个小宝宝在大人的监护下在跑步机上跑步
9693	vid796	一名男士在向盆子里榨汁
9701	vid163	一个人在围栏里骑马
9735	vid541	一只猫咪把爪子伸进了洗脸池里
9748	vid1489	一名女士在切蔬菜
9769	vid202	一名男士正在思考
9771	vid913	有人在腌制蔬菜
9785	vid101	有人用搅拌器把碗里的鸡蛋搅拌成了糊状
9786	vid1947	一名男士在向另一名男士用喷雾器喷水
9801	vid1779	有人用搅拌器搅拌了一下罐子后罐子开始冒气
9805	vid401	一名妇女在撕鱼片
9827	vid1260	一名小男孩在演奏竹笛
9841	vid962	一个人在切黄瓜
9843	vid1533	一个人躺在手术室被抢救中
9931	vid740	一条狗狗在上楼梯
9944	vid1403	一名女士在收拾屋子
9961	vid1188	一名女士在给自己的眼睛化妆
9975	vid789	一只小鸟正在吃架在树上的碗里的水果
9982	vid153	一个女孩在喂一名男士吃东西
10026	vid1428	一名女士在搅拌碗里的糊状物
10034	vid1726	一名比较凶猛的男士用花瓶敲打了另一名男孩的头
10036	vid453	一名男士一边骑着字型车行驶一边在挥手
10037	vid592	一名男士打开了一扇门并走了进去
10075	vid6	一个小男孩正在屋子里弹钢琴
10104	vid1148	一个人在切肉
10113	vid574	一个飞机正在起飞
10128	vid731	一个男人把木棒掰断了
10168	vid1586	动漫里的两只兔子在亲吻
10215	vid649	一只穿着蓝色衣服的猫咪在弹钢琴
10224	vid42	一名女士用水煮熟了青菜并把它捞到了碗里的清水中
10244	vid370	一只小狗在玩球
10251	vid649	一只猫在弹钢琴
10258	vid129	一名男士一边抓着一条狗狗一边在解说
10259	vid710	一个男孩在呐喊
10262	vid1680	一个男人在和一个女人接吻
10279	vid453	一名男士一边骑着字型车在行驶一边在招手
10289	vid1557	一名女士在给一栋建筑照照片
10315	vid873	一只狐猴正在啃食东西
10329	vid364	一个小宝宝在啃食水果
10341	vid556	两名男子坐在椅子上，一名在讲话另一名在弹吉他
10346	vid1775	有人在切胡萝卜块
10347	vid1135	有人削了莲藕皮
10374	vid1333	一个人在室内练习踢小球
10381	vid1542	一名穿着粉色裙子的小女孩在给面包片上抹奶油
10385	vid1101	一只老虎从草原上跑了过来
10387	vid1260	一个小男孩在舞台上演奏竹笛
10396	vid1413	一个小宝宝在拿着小盘子玩耍
10400	vid301	有人在削茄子皮
10401	vid364	一个小宝宝在啃食水果
10402	vid1368	一名男士把自己埋到了沙子里
10433	vid370	一只小狗狗在玩球
10443	vid1403	一个女孩在整理床铺
10472	vid603	一头大象在画画
10486	vid591	一猫一狗在打架
10497	vid143	两名女士在屋子里跳舞
10503	vid1894	一名男士正快速在马路上奔跑
10507	vid558	一只猫在地上打滚
10508	vid1544	一个男人在弹吉他
10514	vid928	一只猫胡乱弹着钢琴
10516	vid146	一个女人在演示手语
10556	vid1907	一名男士在键盘上打字
10559	vid1193	一名男子坐在椅子上在打电话
10560	vid143	两位女士在屋子里跳舞
10565	vid1140	一名男子在拉小提琴，一名女士在唱歌
10575	vid891	一名男子在街道上推着一辆小汽车在行驶
10579	vid1586	动漫里的两只兔子在接吻
10593	vid1171	一只猫咪在抓几根用绳子拽着的羽毛玩耍
10603	vid132	一个人在向蔬菜沙拉里打鸡蛋
10646	vid1772	一名女子在一边讲解一边切土豆
10660	vid1586	动漫里的两只兔子在接吻
10694	vid510	一只猴子在举着爪子在禾苗里行走
10700	vid393	一名男子在屋子里弹吉他
10713	vid1586	动漫里的两只兔子在接吻
10739	vid644	一对情侣手牵着手从大门里跑了出去
10744	vid1133	一名女士在切蔬菜
10751	vid558	一只猫咪躺在墙角
10772	vid1433	一只熊猫从滑梯上滑下来了
10776	vid892	一名男子在练习飞刀
10777	vid1586	动漫里两只兔子在接吻
10778	vid591	一只猫和一条狗在打架
10803	vid166	一个人在转笔
10834	vid1542	一个人往面包上涂了一点佐料
10839	vid1275	一名女子在演奏笛子
10842	vid789	一只小鸟在吃架在树上的碗里的水果
10844	vid592	一名男子打开了门并走了进去
10876	vid393	一名男子在弹吉他
10889	vid1057	一名男子在话筒前唱歌
10902	vid1594	一只猫咪在啃食一条小绳子
10904	vid556	两名男子坐在椅子上，一名在讲话另一名在弹吉他
10907	vid741	一名男子蹲在地上在偷偷打电话
10914	vid1260	一名小男孩在演奏笛子
10926	vid1609	一名男子拿着橄榄球单膝跪地在听另一名男士的讲解
10955	vid1441	一个人在用斧头剁鸡
10968	vid1614	一个女人在往碗里加油
10980	vid83	一个人在煎鸡蛋
11014	vid1258	一名小男孩在弹吉他
11016	vid777	一名女士在梳理自己的头发
11035	vid1223	一名厨师在切西兰花
11038	vid1784	两名男子在联系跆拳道
11062	vid507	一个小宝宝在笑
11074	vid1400	一名男子坐在床上弹吉他
11080	vid1256	一名男子在舞台上跳舞
11123	vid312	一只黑猫扑倒了一个小孩
11131	vid1785	一名女士在化妆
11133	vid870	一名驾驶飞机的驾驶员在驾驶舱里呕吐
11140	vid387	一个人在磨指甲
11163	vid1185	一条狗狗在盯着游泳池里的鱼看
11189	vid1080	一个人在削胡萝卜皮
11209	vid649	一只穿着裙子的猫咪在弹钢琴
11215	vid1614	一个人在给碗里的食物里加香油
11217	vid1622	一名男子在吃饭
11233	vid649	一只穿着衣服的猫在弹钢琴
11246	vid453	一名男子一边骑着自行车在田野里行驶一边在招手
11276	vid202	一名男子在思考
11285	vid1452	一名男子在草坪上耍大刀
11323	vid1785	一名女士在化妆
11329	vid892	一名男子在练习飞刀
11350	vid1543	一个女孩子跳上了汽车顶上
11357	vid1699	一个人在给碗里的食物中加醋
11389	vid427	一名男子在练习臂力
11395	vid757	一名男子在海滩上练习走钢丝
11407	vid1504	一名女士在切肉片
11418	vid1399	两只熊猫在玩耍
11448	vid387	一个人在磨指甲
11475	vid1670	一个人在碗里搅拌混合食物
11483	vid1275	一名女字在演奏笛子
11489	vid834	一个小男孩坐在车上在打电子游戏
11500	vid1441	一个人在切肉块
11505	vid1614	一名女字在网碗里的食物中撒香油
11513	vid734	几个孩子在吃东西
11526	vid1607	一个人在折纸
11536	vid1557	一名女子再给一栋建筑拍照
11541	vid1866	一只海豚吞了鱼饵
11542	vid834	一名小孩子坐在车上在玩电子游戏
11550	vid1260	一个小男孩在演奏竹笛
11551	vid136	两名男子在进行拳击比赛
11592	vid1424	一名女字在屋顶跳舞
11603	vid510	一只猴子在禾苗里穿行
11604	vid1523	一名男子在屋子外跳绳
11608	vid638	一名男子在切面包片
11619	vid387	一个人在磨指甲
11637	vid1399	两只熊猫在玩耍
11650	vid1405	一个人在给混合了水果的杯子里加牛奶
11652	vid876	一个小男孩坐在椅子上在吃东西
11656	vid45	一名女字在煮面条
11662	vid212	一只松鼠在地面上绕圈
11670	vid264	一名女子在烫头发
11677	vid112	一名女字坐在沙发上在弹吉他
11678	vid1403	一个小女孩在整理床铺
11695	vid1212	三名男孩在一个小水池里玩耍
11697	vid939	一名男子在打扫房间
11710	vid834	一个小男孩坐在车里在打电子游戏
11725	vid96	一个人在碗里调配酱料
11728	vid893	一名男子正在被记者采访
11741	vid1368	一名男子被埋进了沙子里
11779	vid202	一名男子在思考
11799	vid1606	一只狐猴蹲在毯子上在吃东西
11806	vid540	一名女子在削苹果皮
11819	vid1653	一个人在给两只熊猫喂奶
11821	vid1849	一个男人在做萝卜片
11833	vid88	一个人在剥虾
11851	vid694	两名女士在树林里打架
11856	vid1403	一个小女孩在铺床
11860	vid264	一名女士在给自己烫头发
11862	vid740	一只小狗在爬楼梯
11897	vid1432	一只熊猫从滑梯上滑进了雪地里
11899	vid1547	一个人在切洋葱
11912	vid1413	一个小宝宝拿着纸盘子在地上玩
11935	vid47	一个人在用指头触摸一只蟾蜍
11955	vid1513	一名男子在喝水
11968	vid1465	一支乐队在舞台上演出
11979	vid1606	一只袋熊坐在毯子上在吃东西
11994	vid1116	一名女士在屋子里跳舞
11995	vid510	一只猩猩在禾苗里穿行
12001	vid1403	一名小女孩在整理床铺
12014	vid301	一个人在削茄子皮
12029	vid101	一个人在碗里搅拌鸡蛋
12039	vid1409	一个女人在画眉毛
12059	vid1785	一位女士在化妆
12061	vid503	一个男孩儿在玩滑板
12062	vid1242	一个人在逗藏在盒子里的猫
12065	vid596	一只猫在看电视
12066	vid840	一个人在切培根
12068	vid1893	一个女人喂一个男人
12093	vid1368	一个人把身体埋在沙子里只露着头
12096	vid1171	一只猫在玩绳子
12117	vid786	一个女人在往平底锅里倒油
12137	vid1734	一个女生在弹吉他
12144	vid1675	一个女孩追着另一个人
12197	vid1367	一个女人在跳舞
12203	vid203	一个人在用枪射击
12214	vid579	一个小孩开心地笑着
12223	vid1785	一个女人在化妆
12245	vid1217	一个男孩在弹钢琴
12247	vid556	一个人弹吉他一个人跟着唱歌
12256	vid611	一群女人在土地上跳舞
12284	vid1041	一只狗在玩球
12286	vid1832	几只猩猩在跳舞
12289	vid417	一个人在箭一卷纸
12301	vid413	一个男人在跳钢管舞的时候摔倒了
12325	vid80	一个男人用口吹勺子里的食物
12348	vid170	一个男人牵着一匹马
12356	vid893	一个男人在接受采访
12360	vid1068	一个人在抬汽车
12365	vid711	一个女人在摇头
12389	vid1252	一只刺猬在咬桌子上的步
12423	vid1477	一辆警车截停了另一辆车
12429	vid124	一个人吃了一片面包
12434	vid1500	一个女人在熬粥
12449	vid1029	一个女人在切肉
12454	vid774	一个女人在抽烟
12468	vid1348	一只猫在水池里洗头
12508	vid1343	一个人拿出一块香肠披萨
12529	vid1423	一个人把一张黄色的纸对折
12554	vid235	一个人把面粉倒进混合物里
12566	vid887	一只猫在喝奶
12591	vid1636	一个人把一锅酱倒进另一个锅里
12612	vid1354	三个男人在一边弹吉他一边唱歌
12624	vid1191	一个男人在读一条电脑上的消息
12685	vid1731	一个人用滑板挡住脸
12704	vid1238	一个男人在吹小号
12709	vid110	六个人准备起跑
12715	vid530	两个机器人在接吻
12820	vid623	一个女人在切豆腐
12834	vid319	一个男人在一边弹吉他一边唱歌
12858	vid1108	一个人跑进了沙尘暴中
12877	vid1372	一个小女孩摔倒了
12912	vid995	一个人在把洋葱切丁
12917	vid712	一只北极熊用肚子在雪地上滑
12929	vid1303	一只猫在洗脸
12976	vid752	一只狗在叼一根竹竿
12988	vid603	一只大象在用鼻子画画
12990	vid757	一个男人在海边的一条绳子上走
12992	vid540	一个人在削苹果皮
13011	vid591	一只猫和一只狗在打架
